 ,Subject,Content,Problem
230618,PDIHUB Suspension del usuario dgb,Hola Hoy me he incorporado al trabajo despues de un permiso de paternidad y me he encontrado que no puedo acceder a PDIHUB. Revisando los correos he encontrado esto Your user dgb has been marked as dormant Por favor podeis restablecer mi usuario. Muchas gracias. Un saludo David.,add-pdihub-user
230614,Ituser Instalacion CA TID,hola Os escribo porque tengo problemas con las CA cert de TID y la gente de EPG me remite a vosotros por ejemplo Este es uno d los fallos Step FROM dockerhub.hi.inet dcip minimal Get https dockerhub.hi.inet v ping x certificate signed by unknown authority Este es otro fallo Additional error details fatal unable to access https pdihub.hi.inet analytics analytics-viz-cartography.git server certificate verification failed. CAfile etc ssl certs ca-certificates.crt CRLfile noneneptuno portal rebecasoporte-HP-ZBook- -G workspace neptuno portal Muchas gracias de antemano Hola Borja Me podrias indicar como instalo el certificado de CA cert de TID Teneis algun documento en el que se indiquen los pasos Muchas gracias de antemano Saludos B BORJA MARTIN FERNANDEZ via RT epgtid.es Hoy Hola Rebeca tienes vias . Instalar el certificado CA cert de TID como indica el problema . Usar SSH en lugar de HTTPS teniendo en cuenta que estas en ubuntu yo usaria SSH... aunque tambien instalaria el certificado Â�Saludos -- Borja Martin Fernandez SMP - Git Github PDIHUB admin To see the content please follow the link below and use your TID user. http vmticket.hi.inet Ticket Display.htmlid,Otros
230608,GITHUB Problema de acceso a Telefonica CSB del usuario cfgrande,Hola He intentado entrar hoy a los proyectos https github.com Telefonica csb-flexitab https github.com Telefonica csb-mail-notifications Me da un en ambos como si hubiera perdido el acceso. Me autentico correctamente con mi usuario mariacristina.fernandezgrandetelefonica.com mailto mariacristina.fernandezgrandetelefonica.com y el codigo que recibo por SMS Saludos Cristina. MÂ� Cristina Fernandez Grande Telefonica Business Solutions Product Manager Global Cloud Services Distrito Telefonica Edificio Oeste Planta Ronda de la Comunicacion s n Madrid España mariacristina.fernandezgrandetelefonica.com mailto mariacristina.fernandezgrandetelefonica.com Tel Movil,Problem
230606,Cambio de correo electronico para el usuario gbic-models-service,Buenos dias La direccion de correo electronico asociada al usuario gbic-models-service pertenece a Miguel Ã�ngel Cañas. Miguel dejo la compañia a comienzos de año. El usuario gbic-models-service es un usuario utilizado en nuestros servidores y queremos continuar utilizandolo. Es por eso que entendemos que tiene sentido cambiar la direccion de correo para recibir las notificaciones relativas al mismo. La nueva direccion seria Zoraida.hidalgosancheztelefonica.com mailto Zoraida.hidalgosancheztelefonica.com Gracias. Saludos Zoraida.-,Otros
230605,GITHUB acceso github.com Telefonica,Hola Nos falta acceso a GitHub.com telefonica para los siguientes usuarios - robertvazquez - alberts-tid Gracias Albert,add-github-user
230604,Openstack mapeo de nuevo usuario alvaro.vega antiguo avega,Buenos dias Mi proyecto SmartCities y yo hemos pasado de TID a Telefonica España. Para continuar las actividades mientras lo migramos todo me han proporcionado un nuevo usuario en la red de TID para acceder a los recursos de TID que aun necesito.Â� Ahora lo que necesito es transferir mi antiguo usuario de TID avega al nuevo que me han dado alvaro.vega para openstack-epg.hi.inet Gracias por adelantado y saludos Ã�lvaro Vega Garcia SmartCities Telefonica España,Otros
230603,JIRA mapeo de nuevo usuario alvaro.vega antiguo avega,Buenos dias Mi proyecto SmartCities y yo hemos pasado de TID a Telefonica España. Para continuar las actividades mientras lo migramos todo me han proporcionado un nuevo usuario en la red de TID para acceder a los recursos de TID que aun necesito.Â� Ahora lo que necesito es transferir mi antiguo usuario de TID avega al nuevo que me han dado alvaro.vega para JIRA. Gracias por adelantado y saludos Ã�lvaro Vega Garcia SmartCities Telefonica España,Otros
230601,PDIHUB Alta del usuario CXB,Hola Se ha incorporado con nosotros Mariano en copia y necesitaria que tuviera acceso a pdihub para poder subir codigo. Podeis darle acceso Su usuario es CXB Gracias Ã�lvaro --------------------------------------- Ã�lvaro Sanchez Perez Technical Lead â LUCA Fleet CDO â BI Big Data --------------------------------------- cid image .jpg D . D C,add-pdihub-user
230600,FW Perfil Spark Scala,fyi From Ana Fernandez de Avila Rodriguez ana.fernandezalten.es mailto ana.fernandezalten.es Date lunes de julio de To Gonzalo Fernandez Rodriguez gonzalo.fernandezrodrigueztelefonica.com mailto gonzalo.fernandezrodrigueztelefonica.com Subject RE Perfil Spark Scala Hola Gonzalo Te adjunto el CV de Olalla y el de Gabriel el candidato tambien de Madrid que te comente el otro dia. Gabriel en la actualidad esta haciendo un master de BigData y su proyecto de fin de Master lo ha hecho con Scala. No ha trabajado con Hadoop pero si con Spark Python Java. Un saludo Ana FERNÃ�NDEZ DE Ã�VILA R. Coach Business Manager ALTEN Tel M Fax Parque Empresarial Cristalia Via de los Poblados Edificio Planta Madrid SPAIN cid image .jpg D . AA C logo-alten http www.alten.es cid image .png D . AA C www.alten.com http www.alten.com www.alten.es http www.alten.es http www.alten.es wp-content uploads icon-linkedin.jpg http www.linkedin.com company alten-spain http www.alten.es wp-content uploads icon-twitter.jpg http www.twitter.com altenspain http www.alten.es wp-content uploads icon-facebook.jpg http www.facebook.com pages ALTEN-SPAIN http www.alten.es wp-content uploads icon-google .jpg http plus.google.com AltenEspa C B a posts http www.alten.es wp-content uploads icon-youtube.jpg http www.youtube.com user altenspain Antes de imprimir este mensaje asegurese de que es realmente necesario. EL MEDIO AMBIENTE ES COSA DE TODOS. De GONZALO FERNANDEZ RODRIGUEZ mailto gonzalo.fernandezrodrigueztelefonica.com Enviado el lunes de julio de Para Ana Fernandez de Avila Rodriguez ana.fernandezalten.es mailto ana.fernandezalten.es Asunto Perfil Spark Scala Hola Ana El otro dia hable con Dani Pous que es el TL de la iniciativa donde necesitamos este perfil. A pesar de que su preferencia es Barcelona y despues Boecillo esta interesado tambien en ver ese cv que tenias de una chica de Madrid creo que se llamaba Olalla me lo puedes enviar please. Un saludo Gonza. Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read it. Please immediately reply to the sender that you have received this communication in error and then delete it. Esta mensagem e seus anexos se dirigem exclusivamente ao seu destinatario pode conter informaÃ�Ã�o privilegiada ou confidencial e e para uso exclusivo da pessoa ou entidade de destino. Se nÃ�o e vossa senhoria o destinatario indicado fica notificado de que a leitura utilizaÃ�Ã�o divulgaÃ�Ã�o e ou copia sem autorizaÃ�Ã�o pode estar proibida em virtude da legislaÃ�Ã�o vigente. Se recebeu esta mensagem por erro rogamos-lhe que nos o comunique imediatamente por esta mesma via e proceda a sua destruiÃ�Ã�o,Otros
230598,Acceso a usuario lub a dev-anly-hadoop- .hi.inet,Hola Necesitariamos acceso con permiso de escritura a Luis Uribe a dev-anly-hadoop- .hi.inet las dos personas del equipo que son root estan hoy de vacaciones Saludos Luismi,Otros
230594,PDIHUB Suspension del usuario orestes,Todavia tengo algun repo que necesito acceder en pdihub... podriais activarme la cuenta -- Si no tiene nada mejor que hacer aqui no lo haga - Xavier Benguerel Begin forwarded message From epgtid.es mailto epgtid.es Subject PDIHUB SCM Inactivity Policy Date July at GMT To orestes.sanchezbenaventetelefonica.com mailto orestes.sanchezbenaventetelefonica.com EPG Orestes Your user orestes has been marked as dormant Users are considered dormant if theyve existed for longer than a month havent generated any activity within the last month and are not Site Admins. Activity is defined as commenting on issues or pull requests creating issues pull requests repositories making any commits on any repositories or owning any repositories that have been pushed to recently. Check orestes public activity https pdihub.hi.inet orestestab activity If there is any reason that implies that the user should be maintained regardless of the activity performed please mail EPG Admins mailto epgtid.es,unsuspend
230591,PDIHUB Problemas de certificado del usuario cx,Hola me pongo en contacto con ustedes para notificar un problema de acceso a un repositorio de pdihub Failed to execute git ls-remote --tags --heads https pdihub.hi.inet analytics analytics-submarine.git exit code of remote Private mode requires auth fatal Authentication failed for https pdihub.hi.inet analytics analytics-submarine.git Failed to execute git ls-remote --tags --heads https pdihub.hi.inet analytics analytics-viz-cartography.git exit code of fatal unable to access https pdihub.hi.inet analytics analytics-viz-cartography.git server certificate verification failed. CAfile etc ssl certs ca-certificates.crt CRLfile none Mi usuario en pdihub ex cx y estoy usando el sistema operativo Ubuntu Muchas gracias de antemano Saludos Rebeca,Problem
230588,PDIHUB Suspension del usuario b-ams,Buenas soy el becario con numero de matricula y al intentar entrar al repositorio pdihub me he encontrado con que la cuenta esta suspendida y la necesito para integracion de codigo. se podria volver a reactivar Gracias de antemano y perdon por las molestias.,unsuspend
230584,PDIHUB Problema clave ssh del usuario jrm,Hola Borja Me esta dando problemas el acceso a pdihub mediante clave ssh. Puedes ayudarme por favor Muchas gracias. Un saludo Javi.,Problem
230572,PDIHUB Suspension del usuario josemll,Hola He recibido un mail de aviso por inactividad durante un mes de mi cuenta en pdihub. La razon es que estuve de vacaciones y por tanto no lo he usado. Esto no significa que no lo necesite. Se podria por favor reactivar mi cuenta Gracias y un saludo Jose,unsuspend
230567,PDIHUB Suspension del usuario mmsm,Buenos dias Mi usuario de git mmsm ha sido suspendido. Por favor podriais activarlo. Muchas gracias por adelantado. Un saludo Merce. Antes de imprimir piensa en el Medio Ambiente Confidencialidad Este correo electronico y en su caso cualquier documento anexo al mismo puede contener informacion confidencial o de datos de caracter personal dirigida a su destinatario o destinatarios. Queda prohibida su divulgacion copia o distribucion a terceros sin la previa autorizacion escrita del remitente. Si Ud. recibe este correo electronico y cualquier documento anejo al mismo por error no debe divulgarlo copiarlo ni entregarlo a terceros. En el supuesto de que usted no fuera el destinatario le rogamos que lo indique a la direccion electronica del remitente y no comunique su contenido a terceros procediendo a su destruccion. Las opiniones conclusiones y demas informacion incluidas en este correo y en su caso en cualquier documento anejo al mismo que no esten relacionadas con asuntos estrictamente profesionales de AUBAY SPAIN S.A.U se entenderan como no respaldadas por la entidad siendo de la exclusiva responsabilidad del remitente. El remitente no garantiza la integridad rapidez o seguridad del presente correo ni se responsabiliza de posibles perjuicios derivados de su captura incorporaciones de virus o cualesquiera otras manipulaciones efectuadas por terceros.,unsuspend
230563,PDIHUB Alta del usuario rjg,Hola Necesito que se reactive el usuario rjg para pdihub pertenece en el proyecto de CDN. Posiblemente se bloqueo debido a la inactividad pero ahora el uso que hara sera frecuente. Muchas gracias y saludos Alex,add-pdihub-user
230560,Disponibilidad máquina física,Quisieramos consultar si podriamos contar con una maquina fisica para un proyecto surgido en la pasada innovation call. Nos interesaria con que contase con el mayor espacio en disco y memoria posible. Teneis alguna disponible Gracias Juan Jorda del Amo Product Innovation Research Telefonica I D Torre Telefonica Diagonal planta PlaÃ�a Ernest Lluch i Martin Barcelona Email j mailto jjdatid.es uanmanuel.jordadelamotelefonica.com Skype juan jorda Office,Otros
230557,Respuesta automática PDIHUB SCM Inactivity Policy,Hola Estare fuera de la oficina hasta el de Agosto. Mientras tanto puedes contactar con Antonio Jose Lopez antoniojose.lopeznavarrotelefonica.com Por favor enviame un SMS para temas urgentes. Saludos Jose Hello I will be out of the office until August th. In the meantime please contact Antonio Jose Lopez antoniojose.lopeznavarrotelefonica.com Please text me for urgent issues. Regards Jose,Otros
230548,mapeo de nuevo usuario PDIHUB Jira.. desde antiguo usuario de TID,Buenos dias Mi proyecto SmartCities y yo hemos pasado de TID a Telefonica España. Para continuar las actividades mientras lo migramos todo me han proporcionado un nuevo usuario en la red de TID para acceder a los recursos de TID que aun necesito. Ahora lo que necesito es transferir mi antiguo usuario de TID avega al nuevo que me han dado alvaro.vega para los siguientes servicios - PDIHUB - Jira - openstack-epg.hi.inet Gracias por adelantado y saludos Ã�lvaro Vega Garcia SmartCities Telefonica España,Otros
230546,Alta usuarios en project Openstack,Hola Podeis por favor dar de alta a ALS Ã�lvaro Leon en el Openstack del EPG Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-users-to-tenant-kilo
230545,Artifactory Backup Error Notification,,
230539,Artifactory Backup Error Notification,,
230522,Re wiki,Buenas tardes Con mi usuario HIpedro.arellano puedo ingresar a Wiki de Operaciones Video https wikis.tid.es video-ops index.php Main Page pero no a Wiki de Operaciones CDN https wikis.tid.es cdn-operation Wiki de Servicios https wikis.tid.es video-sm index.php Main Page me pueden comentar que puede estar pasando Saludos Pedro A.,Otros
230516,Solicitud de provision de usuario JIRA,,
230515,Setup Kerberos,Buenas tardes Podriais ayudarme a configurar Kerberos para uno de nuestros usuarios Gracias. Saludos Zoraida.-,Otros
230514,PDIHUB Alta del usuario acm,Hola Necesito que se reactive el usuario acm para pdihub pertenece en el proyecto de CDN. Posiblemente se bloqueo debido a la inactividad pero ahora el uso que hara sera frecuente. Muchas gracias y saludos Alex,add-pdihub-user
230491,Correcciones en grupos de backup VDC-BOE y VDC-BOE,Buenos dias Estamos observando algunos errores en los grupos de backup VDC-BOE y VDC-BOE de Boecillo Podeis por favor editarlos como sigue para corregirlos - VDC-BOE o La VM esbo-vdcm-avc fue excluida del backup diario pero sigue presente en el weekly y da error Podeis eliminarla por favor y tambien del monthly y cualquier otra periodicidad en la que siga presente o La VM esbo-vdcm-ads esta incluida en el bakup diario pero no aparece en el weekly Podeis incluirla por favor y tambien en el monthly y en cualquier otra periodicidad en la que falte - VDC-BOE o Parte Â� La VM esb -vdcm-psd que esta disabled se puede eliminar de esta parte porque ya se hace backup de ella en la parte o Parte Â� La VM esb -vdcm-ppm debe eliminarse de este grupo de backup puesto que ya no existe Â� La VM esb -vdcm-vc da error porque el nombre esta incompleto. Debe ser esb -vdcm-vcs Muchas gracias y un saludo firma Cloud,Otros
230484,Alta en organizacion Telefonica de github,Buenos dias necesitamos dar acceso a nuestros repositorios de github al trabajador propio German Toro del Valle y necesitamos meterle en la organizacion telefonica. Su usuario es gtorodelvalle Muchas gracias y un saludo Ivan Lopez.,Otros
230471,Volumen cinder en detaching,Hola tengo en el project -IOT-demo un volumen en detaching ID c-b ed- c - - fe c f a Nombre drbd -test- Status detaching. Este volumen se puede borrar sin problemas o bien dejarlo en un estado en el que pueda hacerlo yo. No me corre ninguna prisa asi que puede hacerse cuando se quiera. Saludos,Otros
230452,Problema con PDIHUB,Hola Tengo un problema con pdihub por favor podeis ayudarme. Ayer pude conectarme y clonar un repositorio correctamente pero hoy no me deja hacer push ni clonar me da este error git clone gitpdihub.hi.inet analytics neptuno.git Cloning into neptuno... Permission denied publickey. fatal Could not read from remote repository. Please make sure you have the correct access rights and the repository exists. git clone https pdihub.hi.inet analytics neptuno.git Cloning into neptuno... fatal unable to access https pdihub.hi.inet analytics neptuno.git SSL certificate problem Invalid certificate chain He hecho un commit via web pero no se si sera suficiente para que no me caduque la cuenta. Muchas gracias y disculpad las molestias. Un saludo Javi,Otros
230447,Solicitud licencias pycharm,Hola Necesito licencias de Pycharm para las siguientes personas - Alberto Caballero e.cdningqa .tidtelefonica.com mailto e.cdningqa .tidtelefonica.com - Rut Jorge Garcia e.cdningqa .tidtelefonica.com mailto e.cdningqa .tidtelefonica.com - ANA BELEN CARDENAS e.cdningqa.tidtelefonica.com mailto e.cdningqa.tidtelefonica.com - MARTÃ�NEZ PILAR Irene irene.martinezpilaramaris.com mailto irene.martinezpilaramaris.com Se necesita algun otro dato Muchas gracias y saludos Alex,Otros
230435,qué hay que escribir en email del aprobador en cerbero para pedir nuevos usuarios en JIRA,Buenas tardes que hay que escribir en email del aprobador en cerbero https cerbero.tid.es para pedir nuevos usuarios en JIRA cid image .png D .E C Muchas gracias. Saludos Juan Juan Ignacio Gomez Gregorio Video Devices Expert M Skype juanignacio.gomez.centum mailto juanignacio.gomezcentum.com Mailto Skype for Business juanignacio.gomezcentum.com mailto juanignacio.gomezcentum.com Logo Centum y tech Emotion CENTUM Solutions - www.centum.es http www.centum.es Avenida Rita Levi Montalcini Getafe Madrid https lh .ggpht.com lSLM xhCA RZOwaQcjhlwmsvaIQYaP c qbDKCgLALhydrgExnaSKZdGa S YtRuVA w https yt .ggpht.com -CepHHHB l Y AAAAAAAAAAI AAAAAAAAAAA Z MftqWbEqA s -c-k-no photo.jpg http blog.komolakrafts.com wp-content uploads Youtube.png Estamos a un click siguenos,Otros
230430,Agregar usuario corporativo y github,Buenos dias acaba de incorporarse como colaborador a nuestro equipo Vadim Melenciuc en CC. Necesitamos crearle un usuario para nuestro dominio para que pueda entrar en internet con la VPN etc. Tambien tenemos que meterle en la organizacion de Telefonica de github para poner meterle en nuestros repositorios. Su usuario de github es costadvl. Muchas gracias y un saludo Ivan Lopez.,add-github-user
230421,Acceso GitHub telefonica,Hola Miguel Ã�ngel en CC tambien va a empezar a trabajar con nosotros y necesitamos que tenga acceso a la organizacion https github.com Telefonica dentro del Team https github.com orgs Telefonica teams p-apis. Su usuario de GitHub es masdepablo. Miguel Angel es personal de TID lo digo por si es relevante para el tema de licencias. Gracias David,Otros
230417,Acceso a Jira,Buenos dias Necesitariamos que se diera acceso al usuario RUU al proyecto de VDC. Debe estar en la lista Aurigae definida en el Security Level. Gracias Un saludo firma Cloud,Otros
230400,Acceso y migracion de usuario externo a interno,Buenos dias Podeis migrar el usuario lm de pdiHub a cx Al Jira ya tengo acceso. Gracias.,Otros
230374,Alta usuario en OpenStack,Hola necesitaria que el usuario igd Ivan Garcia Diez se le diese de alta en OpenStack en los proyectos -IOT-demo -IoT-int-ext -IOTVAL -iot-int -iotonpremise Saludos,add-users-to-tenant-kilo
230351,modificacion workflow en la lista sharepoint,hola Ana Necesitaria modificar el workflow de envio de correos de la lista https colabora.tid.es epg github Lists github groups AllItems.aspx de la siguiente forma sustituir el email angela.perezcomparex.es por el nuevo yolanda.garciacomparex.es Un saludo,Otros
230350,Cambio de direccion de correo de usuarios de Jira,Hola Los siguientes usuarios externos han cambiado de direccion de correo y necesitamos que se actualice en Jira Nombre Dolores Poyatos Ayala Usuario Jira dolores.pa Nueva direccion de correo doloresmaria.poyatos.ayalaexperis-spain.com mailto doloresmaria.poyatos.ayalaexperis-spain.com Nombre Noelia Nestar Vian Usuario Jira noelia.nestar Nueva direccion de correo noelia.nestar.vianexperis-spain.com mailto noelia.nestar.vianexperis-spain.com Muchas gracias Saludos Carolina,Otros
230339,Licencias para uso de PyCharm,Hola Solicitamos licencias para el uso de PyCharm profesional para los siguientes usuarios - Ã�ngel Ramos Rodriguez angel.ramos.rodriguez.exttelefonica.com mailto angel.ramos.rodriguez.exttelefonica.com - Jorge Moratinos Salcines jorge.moratinossalcinestelefonica.com mailto jorge.moratinossalcinestelefonica.com - Diego Aguilar Vidal diego.aguilar.vidal.exttelefonica.com mailto diego.aguilar.vidal.exttelefonica.com - Carlos Garcia Morchon carlos.garciamorchontelefonica.com mailto carlos.garciamorchontelefonica.com - Ruben Mazariegos del Rey ruben.mazariegosdelreytelefonica.com mailto ruben.mazariegosdelreytelefonica.com Gracias y un saludo D I G I T A L T E L C O E X P E R I E N C E Imagenes integradas Ruben Mazariegos Â� Technological Specialist ruben.mazariegosdelreytelefonica.com mailto ruben.mazariegosdelreytelefonica.com tel B My TU.Go number tel B My Tuenti number tel B Parque Tecnologico de Boecillo - Boecillo Valladolid Spain www.tu.com http www.tu.com www.tuenti.com http www.tuenti.com,Otros
230337,Ituser Permisos usuario Jira,Buenos dias El Usuario Francisco Sanches deberia tener los mismos permisos que Joachim Poulsen y parece que no los tiene podriais revisarlo Muchas gracias Un saludo Miriam Ibañez Please note that my e-mail address has changed. The new one is miriam.ibanezlequericatelefonica.com mailto miriam.ibanezlequericatelefonica.com Miriam Ibañez Lequerica GCTO - Digital Operations Deployment Platforms New Services distrito C Edificio Oeste - planta Â� Ronda de la Comunicacion s n Madrid España Tlfn. Movil mailto miriam.ibanezlequericatelefonica.com,Otros
230328,Para Paco Lain y o Javier Leon,Hola Paco y Javier Tengo maquinas que haciendo pruebas creo que ha cogido la iso anterior. La maquinas son qacdn-pro-iis qacdn-dev-iss Haciendo una instalacion con sysprep cuando he arrancado creo que me ha instalado la imagen iso incial. Es decir antes de instalar el parche wanicry y algunos mas. Igualmente como minimo la maquina ha sido sacada de dominio. Por favor Paco y o Javier podeis contactar conmigo mediante Skype y lo hablamos. Slds Jordi Castilla,Otros
230326,Solicitud de acceso carpeta en red,Buenos dias Necesitamos dar acceso a los usuarios aranzazu.garciavelazqueztelefonica.com mailto aranzazu.garciavelazqueztelefonica.com consuelo.sierratelefonica.com mailto consuelo.sierratelefonica.com y mariajesus.garciavicentetelefonica.com mailto mariajesus.garciavicentetelefonica.com a la siguiente carpeta poniente.hi.inetGOD file poniente.hi.inetGOD Muchas gracias Sandra Cristina Bustos Galvis Telefonica S.A Best Practices Analytical Support. Distrito Telefonica Edificio Sur Planta Ronda de la Comunicacion s n Madrid España e.analyticalsupport.tidtelefonica.com mailto e.analyticalsupport.tidtelefonica.com sandra.bustosalten.es mailto sandra.bustosalten.es Skype Sandra tid,Otros
230324,vpshere regresion,Hola Por favor podeis mirar que tenga los mismos permisos que mi compañero carlos gomez No puedo parar las maquinas desde boton derecho - energia - encendido apagado. Slds Jordi Castilla,Otros
230319,PDIHUB Alta del usuario pgb,Buenas tardes Tenemos un nuevo miembro en el equipo de VDC y necesitamos darle de alta en pdihub para poder contribuir a la automatizacion que tenemos en el proyecto. Os dejo la informacion del usuario Nombre y Apellido Pablo Garrido Usuario TID pgb Correo pgarridotcpsi.es mailto pgarridotcpsi.es Muchas gracias Un saludo,add-pdihub-user
230311,Aumento de memoria dev-sm m-mongo - .hi.inet Gb,Hola Necesitamos que subais la memoria de estas maquinas dev-sm m-mongo - dev-sm m-mongo - De G a G. Gracias de antemano. Un saludo Paco. -- Francisco Garcia Troitiño Francisco Garcia Troitiño Head of Release and System Engineer for SM M Digital Operation and Deployment. Distrito Telefonica. Plaza Oeste Planta . Ronda de la Comunicacion s n Madrid Spain Mobile francisco.garciatroitinotelefonica.com mailto francisco.garciatroitinotelefonica.com skype francisco troitino,Otros
230310,JAVIER DE PRADO DE LA FUENTE quiere obtener acceso a EPG Environments,,
230309,JAVIER DE PRADO DE LA FUENTE quiere obtener acceso a EPG Environments,,
230303,Espacio en disco máquina remota,Buenas tardes Necesito mas espacio en disco en la maquina con el nombre dev-b b-cpp- y la ip . . . . Tras compilar el proyecto obtengo el mensaje final link failed No queda espacio en el dispositivo df -h vuelca el estado dev mapper vg -home G G M home Supongo que para el directorio home bastarian GBytes Para el despliegue de grandes rpms y logs masivos en var seran necesarios unos GB Gracias Pablo Mirones,Otros
230302,Acceso a Jira a personal externo,Hola Tengo una consulta que no sabia muy bien a quien dirigir. En nuestro equipo tenemos a dos personas de Synergic Partners. Es posible darles acceso a Jira Gracias Saludos Luis.,Otros
230296,Dar de alta en github a la persona propia Javier provecho,Hola Necesitamos que tenga acceso al github la persona propia que se incorporo ayer Javier Provecho en CC. Cumple las normas de foto correo y Factor. Un saludo y muchas gracias Javier,add-github-user
230278,Incidencia dev-gbic-cartodb- .aislada,Buenas tardes Me pongo en contacto ya que tal y como he estado viendo hoy con Jaime y Saul estamos teniendo problemas con la maquina dev-gbic-cartodb- .aislada la cual excede los tiempos de respuesta devolviendo constantemente Time Out ademas de una velocidad de navegacion muy lenta. Es por este motivo por lo que os solicitamos ayuda para ver si algun elemento de la red esta ralentizando el proceso o si se trata de otro punto. Muchas gracias y mañana si os parece me paso por la planta para ver que se puede hacer o necesita. Un saludo image .png Jose Ramon Sanchez Martos Business Analytics GIS Market Intelligence B B Ronda de la Comunicacion s n Edif. Oeste Â� Madrid España Fijo Movil joseramon.sanchezmartostelefonica.com mailto joseramon.sanchezmartostelefonica.com,Problem
230274,Usuarios PDIHUB equipo IUC Compra de licencias,Hola Como comentamos en el ticket necesitamos licencias de PDIHUB que inicialmente se asignaran a los siguientes usuarios HIpoc HI SMC HI CIG HI PGF HI NGC HI MAMJ Dado que no son personal de TID aqui van el CECO y el PEP - - para la compra. Nos podeis dar una estimacion de para cuando los podemos tener activos para organizarnos en el desarrollo conjunto hasta entonces. Si necesitais algun dato adicional comentamos. Saludos Ines Vidal Castiñeira CDO â Internal Use Cases Telefonica I D Torre Telefonica Diagonal . Pl. Ernest Lluch . BARCELONA -SPAIN- Tel Mobile Skype ividal,Otros
230258,Listado personal Aura,Este ticket es para Paco Lain Solicito un listado de los usuarios de GITHUB TELEFONICA que pertenecen a Telefonica DIGITAL. Un saludo,Otros
230254,Cuenta de GitHub Enterprise,Hola Podriais habilitarme de nuevo la cuenta de GitHub Enterprise Gracias Guillermo,Otros
230250,permisos en vmticket,Hola Necesitamos que Jorge Martinez Sanz tenga acceso a los tickets de la cola de Videoconferencia en general a los de todo desktop mejor en vmticket Sl Paco ------------------------------------------------------------------------------------- Fco. Javier Barrachina Piñol TELEFONICA I D Coordinador IT-Desktop Videoconferencia Distrito T - Edificio Oeste - Â� planta Ronda de la Comunicacion s n Madrid - España E-mail francisco.barrachinatelefonica.com mailto francisco.barrachinatelefonica.com Telefono Movil --------------------------------------------------------------------------------------- Nunca dejes de creer ----------------------------------------------------------------------------------------,Otros
230245,PDIHUB Alta del usuario cx,Hola buenos dias Hace unos meses me incorpore al equipo de normalizacion en CDO y necesito acceso a pdihub https pdihub.hi.inet analytics gbic urm Mi usuario LDAP es cx Si necesitan algun dato adicional me avisan. Un saludo Alvaro Quezada Mustaros Data Engineer Sourcing Deployment th platform CDO Distrito C Edificio Oeste Planta Ronda de la Comunicacion s n Madrid España alvaro.quezadamustarostelefonica.com mailto alvaro.quezadamustarostelefonica.com C cid image .jpg D FFC . C DBF alvaroquezadam,add-pdihub-user
230238,Ituser Alta en organizacion telefonica en Github,Hola Necesiaria pertenecer a la organizacion telefonica en Github https github.com Telefonica https github.com Telefonica . Saludos Francisco,Otros
230233,acceso a PdiHub y DCIP,Hola Andres sigue sin tener acceso a PdiHub ni a DCIP podeis por favor ayudarnos a resolver este tema Un saludo Gonza. From Gonzalo Fernandez Rodriguez gonzalo.fernandezrodrigueztelefonica.com mailto gonzalo.fernandezrodrigueztelefonica.com Date lunes de julio de To gestrecursostid.es mailto gestrecursostid.es gestrecursostid.es mailto gestrecursostid.es Cc itusertid.es mailto itusertid.es itusertid.es mailto itusertid.es Subject Usuario de Tid para becario Andres Hola Solicito un usuario y acceso a la red de TID para el becario Andres Lopez Diaz. Andres ha estado recientemente con nosotros en una beca de la FUE y ahora tiene otra beca de la SEPI entiendo que al terminar la beca de la FUE le habeis dado de baja en todos los sitemas. Os paso los mismos datos que os pase la vez anterior. A pesar de estar en la juridica de Telefonica Digital algunos de los proyectos en los que trabajamos estan en el repo del pdihub para el cual tambien necesitaria tener acceso. LOPEZ DIAZ ANDRES bec T BOECILLO TUTOR Gonzalo Fernandez Rodriguez Directorate Ceo- CDO Sub-area Ceo- CTO Team CEO- P -CIBERSECURITY Disciplina INGENIERIA CECO CTO-Security NÂ� Horas Tipo Becario Juridica Telefonica DIGITAL BOECILLO Un saludo Gonza.,
